REGI,TYPO,TAG,IS_TYPO,RLEN,TLEN,TYPO_ENCOUNTER_TIME,VISUAL_SIMILARITY,KEYBOARD_DISTANCE,META_PHONE_DISTANCE,BIGRAM_SIMILARITY,EDIT_DISTANCE,TIME_DISTANCE,SOUNDEX_DISTANCE
songs.com.bd,songras.com.bd,2017-10,0,12,14,09-OCT-17 03.28.26.020000000 AM,0.51,2,1,0.83,2,0.33,1
sophos.com.bd,sophinos.com.bd,2017-10,1,13,15,09-OCT-17 03.30.49.225000000 AM,0.53,2,2,0.85,2,9.55,2
sounds.com.bd,soundh.com.bd,2017-10,1,13,13,09-OCT-17 03.38.02.580000000 AM,0.75,2,0,0.83,1,1.56,1
sparrow.com.bd,sparro.com.bd,2017-10,1,14,13,09-OCT-17 03.43.29.059000000 AM,0.74,1,0,0.88,1,0.62,0
sport.com.bd,spoor.com.bd,2017-10,1,12,12,09-OCT-17 03.53.17.666000000 AM,0.59,2,1,0.82,2,32.4,1
sport.com.bd,spoor.com.bd,2017-10,1,12,12,09-OCT-17 03.53.21.683000000 AM,0.59,2,1,0.82,2,28.38,1
sprinkle.com.bd,sprigle.com.bd,2017-10,1,15,14,09-OCT-17 03.55.13.156000000 AM,0.58,2.41,1,0.81,2,22.07,1
sprinkle.com.bd,sprink.com.bd,2017-10,1,15,13,09-OCT-17 03.55.34.005000000 AM,0.53,2,0,0.85,2,1.22,0
standard.com.bd,stanard.com.bd,2017-10,1,15,14,09-OCT-17 04.04.17.261000000 AM,0.76,1,1,0.89,1,31.97,1
standard.com.bd,standaf.com.bd,2017-10,1,15,14,09-OCT-17 04.04.48.234000000 AM,0.58,2,0,0.81,2,1,0
stocks.com.bd,stoaks.com.bd,2017-10,1,13,13,09-OCT-17 04.24.25.579000000 AM,0.79,2,0,0.83,1,35.02,0
stocks.com.bd,stocke.com.bd,2017-10,1,13,13,09-OCT-17 04.24.43.288000000 AM,0.75,1.41,1,0.83,1,17.31,1
stocks.com.bd,stockings.com.bd,2017-10,0,13,16,09-OCT-17 04.24.50.773000000 AM,0.39,3,0,0.81,3,9.82,1
stocks.com.bd,stockl.com.bd,2017-10,1,13,13,09-OCT-17 04.24.51.097000000 AM,0.75,2,1,0.83,1,9.5,1
story.com.bd,storby.com.bd,2017-10,1,12,13,09-OCT-17 04.29.09.118000000 AM,0.73,1,1,0.87,1,40.59,1
story.com.bd,stork.com.bd,2017-10,1,12,12,09-OCT-17 04.29.22.333000000 AM,0.73,2,0,0.82,1,27.38,0
stratos.com.bd,straton.com.bd,2017-10,1,14,14,09-OCT-17 04.33.38.687000000 AM,0.76,2,0,0.85,1,0.31,0
mhhst.edu.bd,kbhst.edu.bd,2017-10,1,12,12,09-OCT-17 01.53.06.685000000 AM,0.59,2.83,4,0.82,2,8.2,3
confidencegroup.com.bd,confidancegroup.com.bd,2017-10,1,22,22,09-OCT-17 01.10.57.867000000 AM,0.87,2,0,0.9,1,5.38,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,09-OCT-17 12.35.12.063000000 AM,0.26,4,0,0.83,4,42.12,0
bangladesh.gov.bd,bangladesh.bd,2017-10,1,17,13,09-OCT-17 10.28.11.729000000 AM,0.3,4,0,0.86,4,40.63,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,09-OCT-17 05.39.16.509000000 AM,0.88,1,0,0.91,1,14.49,0
comillaboard.gov.bd,oldcomillaboard.gov.bd,2017-10,0,19,22,09-OCT-17 09.03.01.356000000 AM,0.48,3,4,0.92,3,30.95,4
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,09-OCT-17 09.04.35.173000000 AM,0.26,4,0,0.83,4,10.18,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,09-OCT-17 10.23.06.706000000 AM,0.26,4,0,0.83,4,50.09,0
ittefaq.com.bd,eittefaq.com.bd,2017-10,1,14,15,09-OCT-17 10.41.59.121000000 AM,0.74,1,1,0.96,1,49.62,0
google.com.bd,wwwgoogle.com.bd,2017-10,1,13,16,09-OCT-17 10.45.39.617000000 AM,0.38,3,1,0.89,3,14.44,0
hermes.com.bd,hermes-wf.com.bd,2017-10,0,13,16,09-OCT-17 10.30.44.889000000 AM,0.39,3,0,0.81,3,15.46,0
hermes.com.bd,hernes.com.bd,2017-10,1,13,13,09-OCT-17 10.30.44.949000000 AM,0.77,1,0,0.83,1,15.4,1
hermes.com.bd,igorhermes.com.bd,2017-10,0,13,17,09-OCT-17 10.30.46.427000000 AM,0.29,4,4,0.86,4,13.92,4
hermes.com.bd,he-rmes.com.bd,2017-10,1,13,14,09-OCT-17 10.30.55.548000000 AM,0.74,1,0,0.88,1,4.8,0
squarepharma.com.bd,squawwrepharma.com.bd,2017-10,1,19,21,09-OCT-17 07.48.28.456000000 AM,0.63,2,2,0.89,2,0.11,0
bocl.com.bd,dodocl.com.bd,2017-10,0,11,13,09-OCT-17 08.13.39.237000000 AM,0.38,4,3,0.82,3,0.25,3
bocl.com.bd,dodocl.com.bd,2017-10,0,11,13,09-OCT-17 08.13.40.873000000 AM,0.38,4,3,0.82,3,1.87,3
supply.com.bd,supple.com.bd,2017-10,1,13,13,09-OCT-17 05.06.08.142000000 AM,0.75,2,0,0.83,1,0.88,0
sweet.com.bd,sweek.com.bd,2017-10,1,12,12,09-OCT-17 05.19.02.284000000 AM,0.73,2,2,0.82,1,3.69,1
sweet.com.bd,sweel.com.bd,2017-10,1,12,12,09-OCT-17 05.19.02.874000000 AM,0.73,2,1,0.82,1,3.1,1
tally.com.bd,talle.com.bd,2017-10,1,12,12,09-OCT-17 05.46.12.892000000 AM,0.73,2,0,0.82,1,29.33,0
tally.com.bd,talle.com.bd,2017-10,1,12,12,09-OCT-17 05.46.16.889000000 AM,0.73,2,0,0.82,1,25.33,0
tally.com.bd,talley.com.bd,2017-10,1,12,13,09-OCT-17 05.46.23.416000000 AM,0.73,1,0,0.87,1,18.81,0
tally.com.bd,tallury.com.bd,2017-10,0,12,14,09-OCT-17 05.46.41.730000000 AM,0.51,2,2,0.83,2,0.49,2
tanin.com.bd,tanic.com.bd,2017-10,1,12,12,09-OCT-17 05.52.55.549000000 AM,0.73,2,2,0.82,1,15.55,1
target.com.bd,targe.com.bd,2017-10,1,13,12,09-OCT-17 05.59.07.688000000 AM,0.73,1,1,0.87,1,0.63,2
target.com.bd,targee.com.bd,2017-10,1,13,13,09-OCT-17 05.59.07.864000000 AM,0.75,2,1,0.83,1,0.46,2
tavik.com.bd,tavid.com.bd,2017-10,1,12,12,09-OCT-17 06.05.39.897000000 AM,0.73,2,2,0.82,1,0.95,1
tennis.com.bd,tenius.com.bd,2017-10,1,13,13,09-OCT-17 06.18.24.531000000 AM,0.61,2,0,0.83,2,24.28,0
tennis.com.bd,tennies.com.bd,2017-10,1,13,14,09-OCT-17 06.18.47.854000000 AM,0.74,1,0,0.88,1,0.96,0
tiger.com.bd,tigera.com.bd,2017-10,1,12,13,09-OCT-17 06.53.06.644000000 AM,0.73,1,0,0.87,1,7.81,0
tiger.com.bd,tigertt.com.bd,2017-10,0,12,14,09-OCT-17 06.53.11.908000000 AM,0.51,2,1,0.83,2,2.55,1
today.com.bd,todak.com.bd,2017-10,1,12,12,09-OCT-17 07.07.38.651000000 AM,0.73,2,0,0.82,1,5.74,1
original.com.bd,originale.com.bd,2017-10,1,15,16,09-OCT-17 07.21.39.254000000 AM,0.77,1,0,0.9,1,3.81,0
original.com.bd,originalen.com.bd,2017-10,1,15,17,09-OCT-17 07.21.39.560000000 AM,0.57,2,0,0.87,2,3.51,0
programmers.com.bd,programmels.com.bd,2017-10,1,18,18,09-OCT-17 07.25.51.079000000 AM,0.81,2,0,0.88,1,6.19,0
programmers.com.bd,programmeret.com.bd,2017-10,1,18,19,09-OCT-17 07.25.52.104000000 AM,0.64,2.41,0,0.86,2,5.17,0
trahman.com.bd,trahan.com.bd,2017-10,1,14,13,09-OCT-17 07.31.56.472000000 AM,0.74,1,1,0.88,1,2.59,1
trahman.com.bd,trahann.com.bd,2017-10,1,14,14,09-OCT-17 07.31.57.388000000 AM,0.63,2,1,0.85,2,1.68,1
trend.com.bd,treland.com.bd,2017-10,0,12,14,09-OCT-17 07.38.46.998000000 AM,0.51,2,2,0.83,2,56.01,2
tribune.com.bd,tribone.com.bd,2017-10,1,14,14,09-OCT-17 07.43.08.532000000 AM,0.76,2,0,0.85,1,3.76,0
krishi.gov.bd,krishali.gov.bd,2017-10,1,13,15,09-OCT-17 08.15.33.758000000 AM,0.53,2,1,0.85,2,13.87,1
krishi.gov.bd,krishinan.gov.bd,2017-10,0,13,16,09-OCT-17 08.15.39.972000000 AM,0.39,3,1,0.81,3,7.65,1
umrah.com.bd,umerah.com.bd,2017-10,1,12,13,09-OCT-17 08.30.20.448000000 AM,0.73,1,0,0.87,1,45.73,0
darco.edu.bd,darch.edu.bd,2017-10,1,12,12,09-OCT-17 09.08.22.607000000 AM,0.73,2,0,0.82,1,2.13,1
quran.gov.bd,qumran.gov.bd,2017-10,1,12,13,09-OCT-17 09.13.28.290000000 AM,0.73,1,2,0.87,1,22.67,2
ventura.com.bd,ventur.com.bd,2017-10,1,14,13,09-OCT-17 09.50.10.718000000 AM,0.74,1,0,0.88,1,0.31,0
venture.com.bd,ventur.com.bd,2017-10,1,14,13,09-OCT-17 09.50.10.718000000 AM,0.74,1,0,0.88,1,1.27,0
thechemicals.com.bd,thechemicals.co.bd,2017-10,1,19,18,09-OCT-17 07.09.16.518000000 AM,0.8,1,0,0.91,1,0.02,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,16-OCT-17 01.49.56.619000000 AM,0.26,4,0,0.83,4,46.22,0
ulab.edu.bd,ulabedu.bd,2017-10,1,11,10,16-OCT-17 05.34.17.590000000 AM,0.69,1,0,0.84,1,28.27,0
ulab.edu.bd,ulabedu.bd,2017-10,1,11,10,16-OCT-17 12.49.15.018000000 AM,0.69,1,0,0.84,1,19.17,0
americabangladeshuniversity.edu.bd,amiricabangladeshuniversity.edu.bd,2017-10,1,34,34,16-OCT-17 04.07.15.493000000 AM,0.89,2,0,0.94,1,21.7,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,16-OCT-17 01.14.01.625000000 AM,0.26,4,0,0.83,4,25.07,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,16-OCT-17 01.14.09.255000000 AM,0.26,4,0,0.83,4,17.44,0
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,16-OCT-17 01.19.34.675000000 AM,0.82,2,0,0.86,1,54.83,0
daraz.com.bd,daraaz.com.bd,2017-10,1,12,13,16-OCT-17 02.34.34.536000000 AM,0.83,1,0,0.96,1,18.34,0
lalmonirhat.gov.bd,lalmonerhat.gov.bd,2017-10,1,18,18,16-OCT-17 03.37.55.898000000 AM,0.81,2,0,0.88,1,23.92,0
teletalk.com.bd,teteletlk.com.bd,2017-10,1,15,16,16-OCT-17 05.17.00.382000000 AM,0.49,3,2,0.83,3,54.84,2
dgfp.gov.bd,bgfp.gov.bd,2017-10,1,11,11,16-OCT-17 05.22.09.552000000 AM,0.76,2,1,0.9,1,10.57,1
daraz.com.bd,haraz.com.bd,2017-10,1,12,12,16-OCT-17 05.59.16.699000000 AM,0.73,2,1,0.91,1,33.61,1
buft.edu.bd,buftedu.bd,2017-10,1,11,10,16-OCT-17 01.04.14.242000000 AM,0.69,1,0,0.84,1,29.79,0
stjosephscbon.edu.bd,stjosepchscbon.edu.bd,2017-10,1,20,21,16-OCT-17 03.25.57.235000000 AM,0.82,1,0,0.92,1,11.9,0
tdcl.com.bd,tdclcom.bd,2017-10,1,11,10,16-OCT-17 03.01.08.412000000 AM,0.69,1,0,0.84,1,0,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,16-OCT-17 02.40.19.018000000 AM,0.46,3,0,0.86,3,0,0
teletalk.com.bd,telettalk.com.bd,2017-10,1,15,16,16-OCT-17 01.16.03.156000000 AM,0.77,1,0,0.97,1,8.67,0
daraz.com.bd,daraj.com.bd,2017-10,1,12,12,16-OCT-17 01.37.30.456000000 AM,0.73,2,0,0.82,1,56.44,1
supremecourt.gov.bd,supreemcourt.gov.bd,2017-10,1,19,19,16-OCT-17 02.43.56.190000000 AM,0.82,2,0,0.89,2,39.74,0
supremecourt.gov.bd,supreemcourt.gov.bd,2017-10,1,19,19,16-OCT-17 02.43.57.858000000 AM,0.82,2,0,0.89,2,38.07,0
supremecourt.gov.bd,suprimecourt.gov.bd,2017-10,1,19,19,16-OCT-17 03.47.47.514000000 AM,0.82,2,0,0.89,1,58.88,0
coastguard.gov.bd,coastgurad.gov.bd,2017-10,1,17,17,16-OCT-17 03.16.45.715000000 AM,0.8,2,0,0.81,2,34.91,0
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,16-OCT-17 01.57.14.620000000 AM,0.82,2,0,0.86,1,38.73,0
empire.com.bd,empirevale.com.bd,2017-10,0,13,17,16-OCT-17 02.09.42.810000000 AM,0.3,4,0,0.86,4,3.33,0
fabrica.com.bd,fabriana.com.bd,2017-10,1,14,15,16-OCT-17 03.12.47.352000000 AM,0.59,3,1,0.81,2,0.54,1
faith.com.bd,faita.com.bd,2017-10,1,12,12,16-OCT-17 03.16.41.137000000 AM,0.73,2,0,0.82,1,0.82,1
fishisland.com.bd,fisherisland.com.bd,2017-10,1,17,19,16-OCT-17 03.58.04.197000000 AM,0.6,2,2,0.88,2,9.66,2
flash.com.bd,flasch.com.bd,2017-10,1,12,13,16-OCT-17 04.00.18.681000000 AM,0.73,1,0,0.87,1,0.53,0
foursquare.com.bd,foure.com.bd,2017-10,0,17,12,16-OCT-17 04.17.18.387000000 AM,0.22,5,1,0.81,5,16.4,2
rajbari.gov.bd,rajabari.gov.bd,2017-10,1,14,15,16-OCT-17 05.40.06.954000000 AM,0.76,1,0,0.89,1,43.15,2
renaissance.com.bd,renaissance.co.bd,2017-10,1,18,17,16-OCT-17 01.19.46.087000000 AM,0.79,1,0,0.91,1,0.1,0
foodpanda.com.bd,foodpanda.bd,2017-10,1,16,12,16-OCT-17 03.14.07.071000000 AM,0.28,4,0,0.85,4,12.62,0
gmail.com.bd,mail1.com.bd,2017-10,1,12,12,16-OCT-17 01.40.00.954000000 AM,0.57,2,3,0.82,2,11.56,2
waridtel.com.bd,waridtelcom.bd,2017-10,1,15,14,16-OCT-17 03.44.10.887000000 AM,0.76,1,0,0.89,1,9.41,0
aviationnews.com.bd,aviationnew.com.bd,2017-10,1,19,18,16-OCT-17 03.45.53.272000000 AM,0.8,1,0,0.91,1,3.98,0
biedbracu.ac.bd,iedbracu.ac.bd,2017-10,1,15,14,16-OCT-17 10.40.51.520000000 AM,0.74,1,1,0.96,1,42.75,1
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,16-OCT-17 11.33.57.891000000 AM,0.55,2,0,0.86,2,0.08,0
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,16-OCT-17 11.52.03.595000000 AM,0.55,2,0,0.86,2,49.12,0
nrnkg.com.bd,rnkg.com.bd,2017-10,1,12,11,16-OCT-17 08.08.56.173000000 AM,0.69,1,3,0.95,1,2.19,2
fisheries.gov.bd,fisheris.gov.bd,2017-10,1,16,15,16-OCT-17 07.55.30.125000000 AM,0.86,1,0,0.9,1,27.9,0
dhakaeducationboard.gov.bd,dhakaeducationboardl.gov.bd,2017-10,1,26,27,16-OCT-17 06.47.41.396000000 AM,0.85,1,0,0.94,1,54.08,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,16-OCT-17 07.04.51.245000000 AM,0.88,1,0,0.91,1,54.93,0
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,16-OCT-17 07.36.27.404000000 AM,0.82,2,0,0.86,1,45.38,0
google.com.bd,httssgoogle.com.bd,2017-10,0,13,18,16-OCT-17 07.44.48.148000000 AM,0.22,5,3,0.83,5,14.19,3
dhakapuppet.com.bd,dhakapappet.com.bd,2017-10,1,18,18,16-OCT-17 08.02.32.158000000 AM,0.81,2,0,0.88,1,41.01,0
teletalk.com.bd,teletalkcom.bd,2017-10,1,15,14,16-OCT-17 08.33.07.300000000 AM,0.76,1,0,0.89,1,12.58,0
arkpowerltd.com.bd,wwwarkpowerltd.com.bd,2017-10,1,18,21,16-OCT-17 08.34.47.750000000 AM,0.46,3,1,0.92,3,4.13,2
dinajpureducationboard.gov.bd,dbtpdinajpureducationboard.gov.bd,2017-10,0,29,33,16-OCT-17 08.36.47.879000000 AM,0.48,4,2,0.93,4,52.03,2
daraz.com.bd,daraaz.com.bd,2017-10,1,12,13,16-OCT-17 09.02.33.575000000 AM,0.83,1,0,0.96,1,1.4,0
google.com.bd,goqqqogle.com.bd,2017-10,0,13,16,16-OCT-17 09.13.18.705000000 AM,0.39,3,2,0.81,3,5.6,1
teletalk.com.bd,telitalk.com.bd,2017-10,1,15,15,16-OCT-17 09.29.24.674000000 AM,0.78,2,0,0.86,1,0,0
kdudmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,3,0.83,4,1.07,3
pghsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,4,0.83,4,3.13,4
kahsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,4,0.83,4,3.4,4
bkhsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,4,0.83,4,4.56,4
phsmono.edu.bd,mono.edu.bd,2017-10,0,14,11,16-OCT-17 09.31.30.601000000 AM,0.34,3,4,0.87,3,5.38,4
ssdcmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,4,0.83,4,5.73,4
nfmmono.edu.bd,mono.edu.bd,2017-10,0,14,11,16-OCT-17 09.31.30.601000000 AM,0.34,3,4,0.87,3,5.9,4
schsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.601000000 AM,0.26,4,3,0.83,4,5.93,4
kdudmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,3,0.83,4,1.04,3
pghsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,4,0.83,4,3.09,4
kahsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,4,0.83,4,3.37,4
bkhsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,4,0.83,4,4.53,4
phsmono.edu.bd,mono.edu.bd,2017-10,0,14,11,16-OCT-17 09.31.30.633000000 AM,0.34,3,4,0.87,3,5.35,4
ssdcmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,4,0.83,4,5.7,4
nfmmono.edu.bd,mono.edu.bd,2017-10,0,14,11,16-OCT-17 09.31.30.633000000 AM,0.34,3,4,0.87,3,5.87,4
schsmono.edu.bd,mono.edu.bd,2017-10,0,15,11,16-OCT-17 09.31.30.633000000 AM,0.26,4,3,0.83,4,5.9,4
teletalk.com.bd,tletalk.com.bd,2017-10,1,15,14,16-OCT-17 09.45.23.357000000 AM,0.74,1,0,0.89,1,55.62,0
teletalk.com.bd,teletalk.bd,2017-10,1,15,11,16-OCT-17 11.24.11.279000000 AM,0.26,4,0,0.83,4,3.3,0
squarepharma.com.bd,squawwrepharma.com.bd,2017-10,1,19,21,16-OCT-17 06.09.06.680000000 AM,0.63,2,2,0.89,2,0.88,0
hotel71.com.bd,hotel71.bd,2017-10,1,14,10,16-OCT-17 10.31.11.141000000 AM,0.24,4,1,0.82,4,0,1
rangpurvat.gov.bd,ranpurvat.gov.bd,2017-10,1,17,16,16-OCT-17 06.46.50.194000000 AM,0.78,1,2,0.9,1,5.09,2
rainbowschool.edu.bd,raibowschool.edu.bd,2017-10,1,20,19,16-OCT-17 08.00.48.556000000 AM,0.81,1,2,0.92,1,11.81,2
shahjalalhighschool.edu.bd,hshahjalalhighschool.edu.bd,2017-10,1,26,27,16-OCT-17 11.30.21.062000000 AM,0.84,1,2,0.98,1,7.5,0
hshahjalalrhighschool.edu.bd,hshahjalalhighschool.edu.bd,2017-10,1,28,27,16-OCT-17 11.30.21.062000000 AM,0.86,1,0,0.94,1,25.62,0
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,16-OCT-17 06.06.34.720000000 AM,0.82,2,0,0.86,1,44.96,0
amangroup.com.bd,adngroup.com.bd,2017-10,1,16,15,16-OCT-17 07.58.29.119000000 AM,0.61,3,1,0.83,2,9.78,1
teletalk.com.bd,taletalk.com.bd,2017-10,1,15,15,16-OCT-17 06.05.25.692000000 AM,0.82,2,0,0.86,1,38.26,0
uhgroup.com.bd,adngroup.com.bd,2017-10,0,14,15,16-OCT-17 09.39.33.176000000 AM,0.49,4,4,0.81,3,6.18,3
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,16-OCT-17 10.49.40.104000000 AM,0.46,3,0,0.86,3,0,0
golden.com.bd,goldbogen.com.bd,2017-10,0,13,16,16-OCT-17 06.44.10.940000000 AM,0.39,3,1,0.81,3,5.34,1
goromgorom.com.bd,gorom.com.bd,2017-10,0,17,12,16-OCT-17 07.12.48.052000000 AM,0.22,5,0,0.81,5,2.68,0
goromgorom.com.bd,gorom-gorom.com.bd,2017-10,1,17,18,16-OCT-17 07.12.48.314000000 AM,0.79,1,0,0.91,1,2.41,0
haider.com.bd,haidar.com.bd,2017-10,1,13,13,16-OCT-17 10.08.35.830000000 AM,0.79,2,0,0.83,1,31,0
hanger.com.bd,hange.com.bd,2017-10,1,13,12,16-OCT-17 10.51.08.989000000 AM,0.73,1,1,0.87,1,6.45,2
hanger.com.bd,hangelar.com.bd,2017-10,0,13,15,16-OCT-17 10.51.09.818000000 AM,0.53,2,1,0.85,2,5.62,2
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,16-OCT-17 08.44.40.063000000 AM,0.46,3,0,0.86,3,0,0
sarah.com.bd,sarsh.com.bd,2017-10,1,12,12,17-OCT-17 07.31.03.485000000 AM,0.73,1,0,0.82,1,3.94,2
agrajattra.org.bd,agrajattar.org.bd,2017-10,1,17,17,16-OCT-17 11.58.16.697000000 AM,0.8,2,0,0.81,2,0,0
teletalk.com.bd,tetalk.com.bd,2017-10,1,15,13,17-OCT-17 12.06.58.654000000 AM,0.53,2,2,0.92,2,47.86,2
google.com.bd,google.co.bd,2017-10,1,13,12,17-OCT-17 12.47.43.728000000 AM,0.73,1,0,0.87,1,21.58,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,17-OCT-17 01.44.18.308000000 AM,0.46,3,0,0.86,3,0,0
ittefaq.com.bd,ittfaq.com.bd,2017-10,1,14,13,17-OCT-17 12.19.26.114000000 AM,0.74,1,0,0.88,1,3.03,0
msbc.com.bd,psbc.com.bd,2017-10,1,11,11,17-OCT-17 03.00.59.252000000 AM,0.71,2,1,0.9,1,19.15,2
msbc.com.bd,osbc.com.bd,2017-10,1,11,11,17-OCT-17 03.01.09.236000000 AM,0.71,2,1,0.9,1,9.17,1
msbc.com.bd,1sbc.com.bd,2017-10,0,11,11,17-OCT-17 03.01.16.536000000 AM,0.71,2,3,0.9,1,1.87,2
bangladesh.gov.bd,banglagdesh.gov.bd,2017-10,1,17,18,17-OCT-17 12.09.43.315000000 AM,0.88,1,0,0.91,1,21.3,0
teletalk.com.bd,talelalk.com.bd,2017-10,1,15,15,17-OCT-17 07.31.35.264000000 AM,0.65,4,1,0.86,2,24.24,1
gsbc.edu.bd,asbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.24.368000000 AM,0.71,2,3,0.9,1,34.27,1
gsbc.edu.bd,asbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.25.441000000 AM,0.71,2,3,0.9,1,33.2,1
gsbc.edu.bd,5sbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.26.407000000 AM,0.71,2,1,0.9,1,32.23,2
gsbc.edu.bd,msbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.42.989000000 AM,0.71,2,3,0.9,1,15.65,1
gsbc.edu.bd,xsbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.43.693000000 AM,0.71,2,1,0.9,1,14.95,1
gsbc.edu.bd,3sbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.50.959000000 AM,0.71,2,1,0.9,1,7.68,2
gsbc.edu.bd,3sbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.51.011000000 AM,0.71,2,1,0.9,1,7.63,2
gsbc.edu.bd,fsbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.51.572000000 AM,0.71,1,3,0.9,1,7.07,1
gsbc.edu.bd,bsbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.53.685000000 AM,0.71,1,3,0.9,1,4.96,1
gsbc.edu.bd,4sbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.54.335000000 AM,0.71,2,1,0.9,1,4.31,2
gsbc.edu.bd,usbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.54.648000000 AM,0.71,2,3,0.9,1,3.99,1
gsbc.edu.bd,vsbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.56.804000000 AM,0.71,1.41,3,0.9,1,1.84,1
gsbc.edu.bd,esbc.edu.bd,2017-10,1,11,11,17-OCT-17 01.52.58.357000000 AM,0.71,2,3,0.9,1,0.28,1
hilton.com.bd,hilston.com.bd,2017-10,1,13,14,17-OCT-17 12.27.03.795000000 AM,0.74,1,2,0.88,1,7.58,2
irving.com.bd,irring.com.bd,2017-10,1,13,13,17-OCT-17 04.32.31.889000000 AM,0.75,2,2,0.83,1,23.25,2
railway.gov.bd,raileway.gov.bd,2017-10,1,14,15,17-OCT-17 07.04.54.883000000 AM,0.76,1,0,0.89,1,0.08,0
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-10,1,24,24,17-OCT-17 06.21.48.904000000 AM,0.65,3.41,0,0.83,3,0,0
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-10,1,24,24,17-OCT-17 06.21.48.906000000 AM,0.65,3.41,0,0.83,3,0.03,0
primegroup.com.bd,primegroup-bd.com.bd,2017-10,1,17,20,17-OCT-17 12.12.09.899000000 AM,0.46,3,0,0.86,3,0.1,0
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-10,1,24,24,17-OCT-17 11.46.40.341000000 AM,0.65,3.41,0,0.83,3,2.57,0
sarah.com.bd,sarsh.com.bd,2017-10,1,12,12,17-OCT-17 12.43.18.843000000 AM,0.73,1,0,0.82,1,4.4,2
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,17-OCT-17 08.11.27.712000000 AM,0.55,2,0,0.86,2,1.03,0
nextech.com.bd,nextechbd.com.bd,2017-10,1,14,16,17-OCT-17 09.36.01.307000000 AM,0.55,2,0,0.86,2,3.49,0
presidency.edu.bd,preidency.edu.bd,2017-10,1,17,16,17-OCT-17 10.51.48.996000000 AM,0.78,1,2,0.9,1,7.17,2
teletalk.com.bd,telelalk.com.bd,2017-10,1,15,15,17-OCT-17 01.10.56.571000000 AM,0.78,2,1,0.86,1,16,1
psmhschool.edu.bd,pmahschool.edu.bd,2017-10,1,17,17,17-OCT-17 12.00.47.882000000 AM,0.65,2,2,0.81,2,0.14,1
ggghschool.edu.bd,pmahschool.edu.bd,2017-10,0,17,17,17-OCT-17 12.00.47.882000000 AM,0.54,6,3,0.81,3,1.48,2
