REGI,TYPO,TAG,IS_TYPO,RLEN,TLEN,TYPO_ENCOUNTER_TIME,VISUAL_SIMILARITY,KEYBOARD_DISTANCE,META_PHONE_DISTANCE,BIGRAM_SIMILARITY,EDIT_DISTANCE,TIME_DISTANCE,SOUNDEX_DISTANCE
nextech.com.bd,nextechbd.com.bd,2017-12,1,14,16,26-DEC-17 01.27.28.185000000 AM,0.55,2,0,0.86,2,5.52,0
dcnarsingdi.gov.bd,narsungdi.gov.bd,2017-12,0,18,16,25-DEC-17 11.43.11.849000000 AM,0.45,3,3,0.81,3,49.93,4
chandpur.gov.bd,chwwandpur.gov.bd,2017-12,1,15,17,26-DEC-17 06.01.03.872000000 AM,0.57,2,0,0.87,2,0.25,1
center.com.bd,da6acenter.com.bd,2017-11,0,13,17,22-NOV-17 12.25.44.886000000 AM,0.29,4,3,0.86,4,55.87,2
center.com.bd,d2tacenter.com.bd,2017-11,0,13,17,22-NOV-17 12.26.02.109000000 AM,0.29,4,3,0.86,4,38.65,4
center.com.bd,ratacenter.com.bd,2017-11,0,13,17,22-NOV-17 12.26.03.673000000 AM,0.29,4,4,0.86,4,37.09,4
center.com.bd,acenter.com.bd,2017-11,1,13,14,22-NOV-17 12.26.39.016000000 AM,0.72,1,3,0.96,1,1.74,2
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,21-NOV-17 11.20.15.257000000 AM,0.46,3,0,0.86,3,0.36,0
bghsctg.edu.bd,bdhsctg.edu.bd,2017-11,1,14,14,21-NOV-17 08.33.49.326000000 AM,0.76,2,1,0.85,1,0.01,1
daraz.com.bd,darsz.com.bd,2017-11,1,12,12,21-NOV-17 09.44.29.308000000 AM,0.73,1,0,0.82,1,4.76,0
daraz.com.bd,faraz.com.bd,2017-11,1,12,12,21-NOV-17 10.33.21.882000000 AM,0.73,1,1,0.91,1,33.91,1
ctg-wasa.org.bd,wasa.org.bd,2017-11,0,15,11,21-NOV-17 11.26.38.523000000 AM,0.26,4,3,0.83,4,0,4
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,21-NOV-17 11.05.27.057000000 AM,0.46,3,0,0.86,3,0.01,0
teletalk.com.bd,taletalk.com.bd,2017-11,1,15,15,22-NOV-17 08.53.39.245000000 AM,0.82,2,0,0.86,1,30.47,0
teletalk.com.bd,teletalk.bd,2017-11,1,15,11,22-NOV-17 09.28.29.536000000 AM,0.26,4,0,0.83,4,14.84,0
bangladesh.gov.bd,banglagdesh.gov.bd,2017-11,1,17,18,22-NOV-17 09.55.53.721000000 AM,0.88,1,0,0.91,1,51.85,0
teletalk.com.bd,teleralk.com.bd,2017-11,1,15,15,22-NOV-17 10.16.22.139000000 AM,0.78,1,1,0.86,1,29.43,1
mybank.com.bd,nwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.498000000 AM,0.59,3,1,0.83,2,3.78,1
mybank.com.bd,dwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.573000000 AM,0.58,4,1,0.83,2,3.7,1
mybank.com.bd,kwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.580000000 AM,0.58,3.41,1,0.83,2,3.7,1
mybank.com.bd,gwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.654000000 AM,0.58,3.41,1,0.83,2,3.62,1
mybank.com.bd,8wbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.663000000 AM,0.58,4,1,0.83,2,3.61,2
mybank.com.bd,xjbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.670000000 AM,0.58,3,1,0.83,2,3.61,1
mybank.com.bd,xobank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.681000000 AM,0.58,4,1,0.83,2,3.6,1
mybank.com.bd,xzbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.686000000 AM,0.58,4,1,0.83,2,3.59,3
mybank.com.bd,xbbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.717000000 AM,0.58,4,1,0.83,2,3.56,1
mybank.com.bd,xqbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.719000000 AM,0.58,4,1,0.83,2,3.56,3
mybank.com.bd,3wbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.728000000 AM,0.58,4,1,0.83,2,3.55,2
mybank.com.bd,vwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.729000000 AM,0.58,4,3,0.83,2,3.55,1
mybank.com.bd,x3bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.730000000 AM,0.58,4,1,0.83,2,3.55,1
mybank.com.bd,nwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.745000000 AM,0.59,3,1,0.83,2,3.53,1
mybank.com.bd,fwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.753000000 AM,0.58,4,3,0.83,2,3.52,1
mybank.com.bd,x0bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.766000000 AM,0.58,4,1,0.83,2,3.51,1
mybank.com.bd,xxbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.787000000 AM,0.59,4,1,0.83,2,3.49,4
mybank.com.bd,owbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.795000000 AM,0.58,4,1,0.83,2,3.48,1
mybank.com.bd,3wbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.800000000 AM,0.58,4,1,0.83,2,3.48,2
mybank.com.bd,owbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.838000000 AM,0.58,4,1,0.83,2,3.44,1
mybank.com.bd,qwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.839000000 AM,0.58,4,1,0.83,2,3.44,1
mybank.com.bd,xbbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.842000000 AM,0.58,4,1,0.83,2,3.43,1
mybank.com.bd,x1bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.856000000 AM,0.58,4,1,0.83,2,3.42,1
mybank.com.bd,awbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.872000000 AM,0.58,4,1,0.83,2,3.4,1
mybank.com.bd,xxbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.889000000 AM,0.59,4,1,0.83,2,3.39,4
mybank.com.bd,xsbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.895000000 AM,0.58,4,1,0.83,2,3.38,3
mybank.com.bd,xobank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.897000000 AM,0.58,4,1,0.83,2,3.38,1
mybank.com.bd,xhbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.902000000 AM,0.58,3,1,0.83,2,3.37,1
mybank.com.bd,xvbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.909000000 AM,0.61,4,1,0.83,2,3.37,3
mybank.com.bd,xtbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.916000000 AM,0.58,3,3,0.83,2,3.36,3
mybank.com.bd,hwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.927000000 AM,0.58,3,3,0.83,2,3.35,2
mybank.com.bd,x1bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.963000000 AM,0.58,4,1,0.83,2,3.31,1
mybank.com.bd,xpbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.984000000 AM,0.58,4,1,0.83,2,3.29,1
mybank.com.bd,xbbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.35.995000000 AM,0.58,4,1,0.83,2,3.28,1
mybank.com.bd,7wbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.35.998000000 AM,0.58,4,1,0.83,2,3.28,2
mybank.com.bd,hwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.001000000 AM,0.58,3,3,0.83,2,3.28,2
mybank.com.bd,xgbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.36.003000000 AM,0.58,3.41,1,0.83,2,3.27,3
mybank.com.bd,0wbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.36.036000000 AM,0.58,4,1,0.83,2,3.24,2
mybank.com.bd,xnbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.054000000 AM,0.58,3,3,0.83,2,3.22,3
mybank.com.bd,xfbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.36.071000000 AM,0.58,4,1,0.83,2,3.21,3
mybank.com.bd,xebank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.101000000 AM,0.58,4,1,0.83,2,3.18,1
mybank.com.bd,xubank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.205000000 AM,0.58,3,1,0.83,2,3.07,1
mybank.com.bd,cwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.206000000 AM,0.58,4,1,0.83,2,3.07,1
mybank.com.bd,x8bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.219000000 AM,0.58,4,1,0.83,2,3.06,1
mybank.com.bd,cwbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.290000000 AM,0.58,4,1,0.83,2,2.99,1
mybank.com.bd,xgbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.36.291000000 AM,0.58,3.41,1,0.83,2,2.99,3
mybank.com.bd,twbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.342000000 AM,0.58,3,1,0.83,2,2.93,1
mybank.com.bd,xebank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.36.460000000 AM,0.58,4,1,0.83,2,2.82,1
mybank.com.bd,xgbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.36.889000000 AM,0.58,3.41,1,0.83,2,2.39,3
mybank.com.bd,xfbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.37.022000000 AM,0.58,4,1,0.83,2,2.25,3
mybank.com.bd,xfbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.37.157000000 AM,0.58,4,1,0.83,2,2.12,3
mybank.com.bd,pybank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.37.684000000 AM,0.75,2,1,0.92,1,1.59,1
mybank.com.bd,xhbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.37.923000000 AM,0.58,3,1,0.83,2,1.35,1
mybank.com.bd,xdbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.38.063000000 AM,0.58,4,3,0.83,2,1.21,3
mybank.com.bd,xmbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.077000000 AM,0.58,2,3,0.83,2,1.2,2
mybank.com.bd,xobank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.171000000 AM,0.58,4,1,0.83,2,1.11,1
mybank.com.bd,x0bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.252000000 AM,0.58,4,1,0.83,2,1.02,1
mybank.com.bd,x5bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.281000000 AM,0.58,3,1,0.83,2,1,1
mybank.com.bd,xobank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.347000000 AM,0.58,4,1,0.83,2,0.93,1
mybank.com.bd,xibank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.350000000 AM,0.58,4,1,0.83,2,0.93,1
mybank.com.bd,xibank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.365000000 AM,0.58,4,1,0.83,2,0.91,1
mybank.com.bd,jvbank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.436000000 AM,0.61,3,1,0.83,2,0.84,3
mybank.com.bd,j3bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.633000000 AM,0.58,3,1,0.83,2,0.64,1
mybank.com.bd,4ybank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.694000000 AM,0.75,2,1,0.92,1,0.58,2
mybank.com.bd,jobank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.703000000 AM,0.58,3,1,0.83,2,0.57,1
mybank.com.bd,j3bank.com.bd,2017-11,1,13,13,22-NOV-17 06.56.38.719000000 AM,0.58,3,1,0.83,2,0.56,1
mybank.com.bd,jfbank.com.bd,2017-11,0,13,13,22-NOV-17 06.56.38.898000000 AM,0.58,3,1,0.83,2,0.38,3
msbc.com.bd,osbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.58.057000000 AM,0.71,2,1,0.9,1,0.21,1
msbc.com.bd,ksbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.58.075000000 AM,0.71,1.41,3,0.9,1,0.19,1
hsbc.com.bd,isbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.55.206000000 AM,0.71,2,1,0.9,1,1.45,2
hsbc.com.bd,6sbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.55.281000000 AM,0.71,2,3,0.9,1,1.37,0
hsbc.com.bd,asbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.55.317000000 AM,0.71,2,1,0.9,1,1.34,2
hsbc.com.bd,psbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.55.365000000 AM,0.71,2,1,0.9,1,1.29,0
hsbc.com.bd,isbc.com.bd,2017-11,1,11,11,22-NOV-17 07.46.56.598000000 AM,0.71,2,1,0.9,1,0.06,2
navy.mil.bd,moinnavy.mil.bd,2017-11,0,11,15,22-NOV-17 02.31.21.533000000 AM,0.26,4,3,0.83,4,24.44,2
navy.mil.bd,innavy.mil.bd,2017-11,0,11,13,22-NOV-17 02.31.42.641000000 AM,0.48,2,3,0.91,2,3.33,2
unitedexpress.com.bd,unitedexpress.bd,2017-11,0,20,16,22-NOV-17 07.58.53.720000000 AM,0.34,4,0,0.88,4,59.55,0
bracu.ac.bd,igs-bracu.ac.bd,2017-11,0,11,15,22-NOV-17 03.38.28.227000000 AM,0.26,4,4,0.83,4,19.61,4
gaibandha.gov.bd,gainbandha.gov.bd,2017-11,1,16,17,21-NOV-17 05.55.25.530000000 AM,0.78,1,2,0.9,1,3.47,2
chittagong.gov.bd,indchittagong.gov.bd,2017-11,0,17,20,21-NOV-17 05.55.27.315000000 AM,0.45,3,3,0.91,3,4.94,4
cargo.com.bd,aircargo.com.bd,2017-11,0,12,15,21-NOV-17 05.55.35.884000000 AM,0.36,3,2,0.88,3,14.1,2
sunamganj.gov.bd,sunamgonj.gov.bd,2017-11,1,16,16,21-NOV-17 05.55.49.175000000 AM,0.85,2,0,0.87,1,9.55,0
dhakaeducationboard.gov.bd,educationalboard.gov.bd,2017-11,0,26,23,21-NOV-17 05.56.22.479000000 AM,0.28,7,3,0.81,7,0.21,3
barisal.gov.bd,dcbarishal.gov.bd,2017-11,0,14,17,21-NOV-17 05.57.15.544000000 AM,0.41,3,4,0.83,3,37.17,4
teletalk.com.bd,tetetalk.com.bd,2017-11,1,15,15,21-NOV-17 05.57.19.915000000 AM,0.78,2,1,0.86,1,39.91,1
bksit.com.bd,bsit.com.bd,2017-11,1,12,11,21-NOV-17 05.57.25.687000000 AM,0.69,1,0,0.86,1,23.34,2
jhalakathi.gov.bd,dcjhalakati.gov.bd,2017-11,0,17,18,21-NOV-17 05.57.28.609000000 AM,0.51,3,3,0.85,3,24.36,4
habiganj.gov.bd,habigonj.gov.bd,2017-11,1,15,15,21-NOV-17 05.57.33.110000000 AM,0.84,2,0,0.86,1,9.1,0
netrokona.gov.bd,dcnetrakona.gov.bd,2017-11,0,16,18,21-NOV-17 05.57.38.048000000 AM,0.49,4,4,0.81,3,19.21,4
teletalk.com.bd,taletalk.com.bd,2017-11,1,15,15,21-NOV-17 05.57.38.714000000 AM,0.82,2,0,0.86,1,21.11,0
educationboard.gov.bd,educationboardreult.gov.bd,2017-11,0,21,26,21-NOV-17 05.57.47.915000000 AM,0.32,5,0,0.84,5,36.92,0
tangail.gov.bd,rangamail.gov.bd,2017-11,0,14,16,21-NOV-17 05.57.58.241000000 AM,0.47,3,2,0.86,3,6.08,2
gopalganj.gov.bd,gopalgonj.gov.bd,2017-11,1,16,16,21-NOV-17 05.58.01.131000000 AM,0.85,2,0,0.87,1,13.09,0
chittagong.gov.bd,chittagogov.bd,2017-11,0,17,14,21-NOV-17 05.58.27.167000000 AM,0.41,3,1,0.83,3,0.3,1
abbank.com.bd,ababnk.com.bd,2017-11,1,13,13,21-NOV-17 03.15.36.957000000 AM,0.75,2,2,0.83,2,37.9,2
aviationnews.com.bd,aviationnew.com.bd,2017-11,1,19,18,21-NOV-17 01.35.06.022000000 AM,0.8,1,0,0.91,1,0,0
nextech.com.bd,nextechbd.com.bd,2017-11,1,14,16,21-NOV-17 02.07.41.401000000 AM,0.55,2,0,0.86,2,43.8,0
ttcdhaka.edu.bd,bkttcdhaka.edu.bd,2017-11,1,15,17,21-NOV-17 03.05.54.572000000 AM,0.56,2,1,0.93,2,22.55,1
primebank.com.bd,primiebank.com.bd,2017-11,1,16,17,21-NOV-17 05.39.58.240000000 AM,0.78,1,0,0.9,1,0.3,0
khschool.edu.bd,kgtschool.edu.bd,2017-11,1,15,16,21-NOV-17 04.37.21.990000000 AM,0.58,2,2,0.83,2,10.91,3
daraz.com.bd,daeaz.com.bd,2017-11,1,12,12,21-NOV-17 08.43.16.112000000 AM,0.73,1,2,0.82,1,55.07,2
teletalk.com.bd,mesteletalk.com.bd,2017-11,0,15,18,22-NOV-17 12.06.55.344000000 AM,0.42,3,2,0.9,3,16.48,2
haripuradarshahighschool.edu.bd,harindharahighschool.edu.bd,2017-11,0,31,27,21-NOV-17 09.06.09.519000000 AM,0.32,8,2,0.82,7,2.71,2
education.gov.bd,educatio.gov.bd,2017-11,1,16,15,22-NOV-17 02.48.05.826000000 AM,0.77,1,0,0.9,1,23.91,1
ggogle.com.bd,gkogle.com.bd,2017-11,1,13,13,22-NOV-17 12.15.10.468000000 AM,0.75,2,0,0.83,1,1.74,2
googl.com.bd,google3.com.bd,2017-11,1,12,14,22-NOV-17 12.20.11.854000000 AM,0.51,2,0,0.83,2,45.68,0
googl.com.bd,googler.com.bd,2017-11,1,12,14,22-NOV-17 12.20.16.671000000 AM,0.51,2,1,0.83,2,40.87,1
googl.com.bd,googlse.com.bd,2017-11,0,12,14,22-NOV-17 12.20.45.932000000 AM,0.51,2,0,0.83,2,11.61,1
ibank.com.bd,sonylibank.com.bd,2017-11,0,12,17,22-NOV-17 12.56.36.805000000 AM,0.21,5,4,0.81,5,49.91,4
ibank.com.bd,xonalibank.com.bd,2017-11,0,12,17,22-NOV-17 12.56.55.387000000 AM,0.21,5,4,0.81,5,31.32,4
ibank.com.bd,zonalibank.com.bd,2017-11,0,12,17,22-NOV-17 12.56.57.210000000 AM,0.21,5,4,0.81,5,29.5,4
ibank.com.bd,son1libank.com.bd,2017-11,0,12,17,22-NOV-17 12.57.01.165000000 AM,0.21,5,4,0.81,5,25.55,4
ibank.com.bd,onalibank.com.bd,2017-11,0,12,16,22-NOV-17 12.57.19.894000000 AM,0.27,4,4,0.85,4,6.82,3
tajhathighschool.edu.bd,thanchighschool.edu.bd,2017-11,0,23,22,22-NOV-17 01.19.09.258000000 AM,0.49,5,2,0.84,4,20.6,3
tajhathighschool.edu.bd,thanchighschool.edu.bd,2017-11,0,23,22,22-NOV-17 01.19.09.265000000 AM,0.49,5,2,0.84,4,20.58,3
trademail.com.bd,trademail.co.bd,2017-11,1,16,15,21-NOV-17 09.16.37.813000000 AM,0.77,1,0,0.9,1,0.06,0
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,21-NOV-17 10.55.31.822000000 AM,0.46,3,0,0.86,3,0,0
fisheries.gov.bd,fisheres.gov.bd,2017-11,1,16,15,21-NOV-17 08.49.12.713000000 AM,0.77,1,0,0.9,1,52.48,0
teletalk.com.bd,tletalk.com.bd,2017-11,1,15,14,21-NOV-17 08.49.46.443000000 AM,0.74,1,0,0.89,1,50.77,0
daraz.com.bd,daraj.com.bd,2017-11,1,12,12,21-NOV-17 08.55.14.671000000 AM,0.73,2,0,0.82,1,6.4,1
aviationnews.com.bd,aviationnew.com.bd,2017-11,1,19,18,21-NOV-17 09.09.10.264000000 AM,0.8,1,0,0.91,1,0,0
teletalk.com.bd,tletalk.com.bd,2017-11,1,15,14,21-NOV-17 09.14.47.568000000 AM,0.74,1,0,0.89,1,34.11,0
xiclassadmission.gov.bd,admission.gov.bd,2017-11,0,23,16,21-NOV-17 09.59.34.972000000 AM,0.17,7,3,0.81,7,0,3
bangladesh.gov.bd,banglagdesh.gov.bd,2017-11,1,17,18,21-NOV-17 11.27.00.907000000 AM,0.88,1,0,0.91,1,20.31,0
ifmoushik.gov.bd,ifmosshik.gov.bd,2017-11,1,16,16,22-NOV-17 10.40.55.565000000 AM,0.79,2,0,0.87,1,0.02,1
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.42.42.522000000 AM,0.73,1.41,0,0.82,1,53.06,0
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,22-NOV-17 11.10.07.915000000 AM,0.46,3,0,0.86,3,0.02,0
techshore.com.bd,techsore.com.bd,2017-11,1,16,15,22-NOV-17 11.36.47.691000000 AM,0.77,1,0,0.9,1,15.66,1
industrialpolice.gov.bd,indurtrialpolice.gov.bd,2017-11,1,23,23,22-NOV-17 10.01.10.592000000 AM,0.85,2,1,0.91,1,6.85,1
dcjhalakathi.gov.bd,dcjhalakati.gov.bd,2017-11,1,19,18,22-NOV-17 01.56.33.500000000 AM,0.8,1,0,0.91,1,44.78,0
zara.com.bd,sadara.com.bd,2017-11,0,11,13,22-NOV-17 10.19.13.050000000 AM,0.36,3,3,0.82,3,31.68,2
bmcci.org.bd,fcci.org.bd,2017-11,0,12,11,22-NOV-17 09.20.42.415000000 AM,0.5,2.41,3,0.86,2,9.47,3
bracu.ac.bd,iedbracu.ac.bd,2017-11,0,11,14,22-NOV-17 11.37.47.896000000 AM,0.34,3,4,0.87,3,3.53,4
bracu.ac.bd,igs-bracu.ac.bd,2017-11,0,11,15,22-NOV-17 05.48.52.205000000 AM,0.26,4,4,0.83,4,53.02,4
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,22-NOV-17 11.25.22.555000000 AM,0.46,3,0,0.86,3,0,0
sumacademy.edu.bd,ecademy.edu.bd,2017-11,0,17,14,22-NOV-17 05.39.04.628000000 AM,0.33,4.41,3,0.83,4,13.9,3
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,22-NOV-17 01.31.27.990000000 AM,0.46,3,0,0.86,3,0.03,0
bghsctg.edu.bd,bdhsctg.edu.bd,2017-11,1,14,14,22-NOV-17 10.10.06.169000000 AM,0.76,2,1,0.85,1,0,1
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.42.03.673000000 AM,0.73,1.41,0,0.82,1,21.09,0
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.42.39.917000000 AM,0.73,1.41,0,0.82,1,12.55,0
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.47.33.288000000 AM,0.73,1.41,0,0.82,1,3.11,0
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.48.36.998000000 AM,0.73,1.41,0,0.82,1,28.46,0
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.49.45.800000000 AM,0.73,1.41,0,0.82,1,8.59,0
daraz.com.bd,daras.com.bd,2017-11,1,12,12,22-NOV-17 10.50.24.842000000 AM,0.73,1.41,0,0.82,1,0.64,0
rangamati.gov.bd,rangmati.gov.bd,2017-11,1,16,15,22-NOV-17 11.21.20.546000000 AM,0.86,1,0,0.9,1,54.13,0
juniv.edu.bd,junib.edu.bd,2017-11,1,12,12,22-NOV-17 06.01.13.741000000 AM,0.73,1,0,0.82,1,0.3,1
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-11,1,24,24,22-NOV-17 04.59.18.022000000 AM,0.65,3.41,0,0.83,3,14.64,0
xiclassadmission.gov.bd,ixclassadmission.gov.bd,2017-11,1,23,23,22-NOV-17 02.23.49.425000000 AM,0.85,2,1,0.91,2,56.48,3
teletalk.com.bd,teletalk.bd,2017-11,1,15,11,22-NOV-17 03.43.28.042000000 AM,0.26,4,0,0.83,4,33.19,0
mbstu.ac.bd,rstu.ac.bd,2017-11,0,11,10,22-NOV-17 05.09.55.067000000 AM,0.47,3,3,0.84,2,21.31,3
teletalk.com.bd,taletalk.com.bd,2017-11,1,15,15,22-NOV-17 06.19.57.971000000 AM,0.82,2,0,0.86,1,0.16,0
xiclassadmission.gov.bd,xiclassadmission.com.bd,2017-11,1,23,23,22-NOV-17 07.29.16.457000000 AM,0.72,4,0,0.82,2,10.36,0
teletalk.com.bd,teletallk.com.bd,2017-11,1,15,16,22-NOV-17 08.35.22.293000000 AM,0.77,1,0,0.97,1,39.6,0
silverbells.edu.bd,silvetbells.edu.bd,2017-11,1,18,18,22-NOV-17 07.22.39.107000000 AM,0.81,1,1,0.88,1,0,1
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,22-NOV-17 07.39.04.251000000 AM,0.46,3,0,0.86,3,0,0
teletalk.com.bd,taletalk.com.bd,2017-11,1,15,15,22-NOV-17 08.47.25.733000000 AM,0.82,2,0,0.86,1,0.02,0
nextech.com.bd,nextechbd.com.bd,2017-11,1,14,16,22-NOV-17 08.12.12.840000000 AM,0.55,2,0,0.86,2,14.45,0
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,22-NOV-17 06.01.37.705000000 AM,0.46,3,0,0.86,3,0.54,0
vatdhakawest.gov.bd,vatdhkwest.gov.bd,2017-11,1,19,17,22-NOV-17 03.33.16.538000000 AM,0.6,2,0,0.82,2,18.44,0
music.com.bd,musicbd.com.bd,2017-11,1,12,14,22-NOV-17 02.27.40.629000000 AM,0.51,2,1,0.83,2,44.36,1
bise-ctg.gov.bd,bise-dg.gov.bd,2017-11,1,15,14,22-NOV-17 05.11.08.018000000 AM,0.58,2,2,0.81,2,0.59,2
bise-ctg.gov.bd,bise-dg.gov.bd,2017-11,1,15,14,22-NOV-17 06.30.44.046000000 AM,0.58,2,2,0.81,2,35.11,2
bracu.ac.bd,igs-bracu.ac.bd,2017-11,0,11,15,22-NOV-17 06.32.49.894000000 AM,0.26,4,4,0.83,4,0.79,4
gmhsctg.edu.bd,gmhstg.edu.bd,2017-11,1,14,13,22-NOV-17 06.51.01.962000000 AM,0.74,1,0,0.88,1,39.42,1
bghsctg.edu.bd,bdhsctg.edu.bd,2017-11,1,14,14,22-NOV-17 07.07.57.409000000 AM,0.76,2,1,0.85,1,0,1
sylhetcustoms-vat.gov.bd,sylhetcustoms.gov.bd,2017-11,0,24,20,22-NOV-17 08.08.31.948000000 AM,0.39,4,0,0.86,4,32.58,0
daraz.com.bd,daaraz.com.bd,2017-11,1,12,13,22-NOV-17 08.40.33.715000000 AM,0.73,1,0,0.96,1,0.66,0
doreen.com.bd,doren.com.bd,2017-11,1,13,12,22-NOV-17 03.54.22.880000000 AM,0.73,1,0,0.96,1,6.4,0
bracu.ac.bd,igs-bracu.ac.bd,2017-11,0,11,15,22-NOV-17 05.51.27.140000000 AM,0.26,4,4,0.83,4,0.04,4
banglalink.com.bd,banglalunk.com.bd,2017-11,1,17,17,22-NOV-17 09.43.12.565000000 AM,0.8,1,0,0.88,1,27.37,0
primegroup.com.bd,primegroup-bd.com.bd,2017-11,1,17,20,23-NOV-17 12.16.09.967000000 AM,0.46,3,0,0.86,3,2.03,0
primenews.com.bd,primene.com.bd,2017-11,1,16,14,23-NOV-17 12.10.09.456000000 AM,0.55,2,0,0.86,2,2.64,0
educationboard.gov.bd,educationboardresult.gov.bd,2017-12,0,21,27,30-DEC-17 01.44.23.491000000 AM,0.26,6,0,0.83,6,13.38,0
